ts,videoBitrate,videoIndex,videoPendingIndex,videoPendingMaxIndex,videoMaxIndex,videoBufferLength,videoDroppedFrames,videoLatencyCount,videoLatency,videoDownloadCount,videoDownload,videoRatioCount,videoRatio,videoMtp,videoEtp,videoLiveLatency,videoPlaybackRate,audioBitrate,audioIndex,audioPendingIndex,audioPendingMaxIndex,audioMaxIndex,audioBufferLength,audioDroppedFrames,audioLatencyCount,audioLatency,audioDownloadCount,audioDownload,audioRatioCount,audioRatio,audioMtp,audioEtp,Throughput,audioLiveLatency,audioPlaybackRate
17261541136,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541137,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541572,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541582,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541592,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541602,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541612,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541622,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541632,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541642,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541652,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541662,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
